"Revenue","Employees","MarketCap","Founded","cluster"
5.01276635510521,12.8619280513384,4.70610090456653,7.6004023345004,"3"
4.77853508473915,11.1840185390837,6.84229900350352,7.60339933974067,"3"
4.70483450910104,12.4350511404029,5.80414049869124,7.60090245954208,"3"
4.48694955460066,11.6331233602823,6.33477052330776,7.6004023345004,"3"
4.07753744390572,11.6082447356423,5.86929691313377,7.60738142563979,"3"
3.42426265459315,9.40393152102837,5.59270192705949,7.5999019592085,"3"
3.35933317756346,11.5132654071833,5.18369184070673,7.60638738977265,"3"
3.2722270003652,10.3385438248217,5.39933848060676,7.6004023345004,"3"
3.14673514709052,11.9447143748812,2.74212951475507,7.60339933974067,"3"
3.10234200861225,10.7995959850478,5.36288713719734,7.60090245954208,"3"
3.09512501743203,11.1476277371692,2.67207754064339,7.5963923040642,"3"
3.02237420450041,10.7254895827195,3.96594284741758,7.60140233458373,"3"
2.9263821954192,9.05040633405986,4.32413265625498,7.60589000105312,"1"
2.91560622907471,10.2853769241156,4.41085701634176,7.60589000105312,"1"
2.82018770103906,10.1654286505582,5.59971741582801,7.5923661285198,"3"
2.81540871942271,9.21044036697652,3.87120101090789,7.60539236481493,"1"
2.79116510781272,10.0792040102779,2.78006073707848,7.5999019592085,"1"
2.69124308278583,10.375520371583,4.23062218051465,7.5999019592085,"3"
2.68852753461335,9.72208557280156,3.03783344957263,7.60389796852188,"1"
2.62103882411258,10.2434892675,3.68235823712367,7.60688453121963,"1"
2.52091708731103,9.01566279297264,3.82472067702535,7.60439634879634,"1"
2.43536620422786,9.28739400141847,3.75232362667047,7.59890045687141,"1"
2.19499988231411,9.56064506890707,3.34533224882076,7.60539236481493,"1"
2.09801792725277,9.8255800636596,3.52783003259552,7.60688453121963,"1"
2.05284085988266,9.91842542490033,4.57831273181821,7.59940133341582,"1"
1.90210752639692,9.62568980215832,3.95565704244821,7.60090245954208,"1"
1.88555334851442,9.24965723435313,3.84267292729335,7.60787807327851,"1"
1.82454929205105,9.85749596868514,3.26804686887465,7.59940133341582,"1"
1.708377860289,8.24931374626064,2.09186406167839,7.60140233458373,"2"
1.708377860289,9.4801384753294,4.6872108963243,7.60339933974067,"1"
1.68268837417369,10.4282456668323,4.8603548928471,7.60589000105312,"1"
1.67335123817775,8.67060073804555,5.12420204630118,7.60887062919126,"1"
1.67147330335355,9.43356392009056,4.13420609564723,7.60389796852188,"1"
1.55180879959746,8.61268517287546,3.9581429410417,7.60439634879634,"1"
1.47704872438835,8.6301646700754,4.65262612714439,7.60539236481493,"1"
1.46787434811231,8.56598335558567,2.35991015961332,7.60439634879634,"2"
1.46325540225602,8.79815271810719,2.73111547403321,7.60339933974067,"2"
1.35840915763035,8.26539293085222,3.85587584480515,7.60787807327851,"1"
1.37624402526639,9.38134816886986,3.12015985192904,7.5999019592085,"2"
1.36863942588117,8.8538082749772,4.89948024473009,7.60339933974067,"1"
1.33762918913861,10.4163411186364,3.17930304974838,7.60090245954208,"1"
1.27536280041261,6.9555926083963,2.46640317822344,7.60688453121963,"2"
1.26694760348732,7.46794233228585,1.35840915763035,7.60090245954208,"2"
1.26412672714568,6.77536609093639,2.20717490818939,7.60539236481493,"2"
1.26129787094521,8.4320709379994,2.13888900032326,7.60190195987517,"2"
1.25561603747777,8.25945819533241,4.46636778310763,7.60688453121963,"1"
1.22082992139236,7.55013534248843,3.67857656111804,7.60439634879634,"2"
1.21194097397511,8.45019832259196,3.04737550670583,7.60638738977265,"2"
1.17248213723457,9.98709313639092,2.36930872503695,7.60389796852188,"2"
1.16627093714192,8.93603509656604,3.40252982689593,7.5923661285198,"2"
1.16002091679675,9.10509096125709,1.84054963339749,7.60837447438078,"2"
1.15057202759882,9.02413126845503,1.27536280041261,7.6004023345004,"2"
1.08856195281461,7.71690613529839,2.52812576890798,7.6004023345004,"2"
1.0681530811834,7.37838371299671,2.84316367490938,7.60339933974067,"2"
1.0681530811834,7.92334821193015,2.43973493114128,7.60489448081162,"2"
1.03673688495002,7.95226330865705,2.03077636969855,7.60190195987517,"2"
1.01523067972906,8.44031214708028,4.16991574906917,7.60539236481493,"1"
0.99694863489161,8.98732181285012,1.73342389221509,7.60589000105312,"2"
0.993251773010283,7.25488481007734,3.26956893918372,7.60240133566582,"2"
0.989541193613748,7.84227877911735,3.84438635671233,7.60589000105312,"2"
0.982078472412158,8.60190191934319,2.88814706287405,7.60489448081162,"2"
0.955511445027436,8.47428569040496,3.8416005411316,7.60389796852188,"2"
0.904218150639886,8.53719187792293,2.18829594659192,7.59890045687141,"2"
0.896088024556636,8.63604232525462,3.74076007599093,7.60290046220476,"2"
0.883767540168595,8.33327035325531,0.832909122935104,7.60389796852188,"2"
0.871293365943419,9.60474453272492,2.09186406167839,7.6004023345004,"2"
0.858661619037519,6.85118492749374,1.93007108502557,7.60290046220476,"2"
0.845868267577609,8.92691588977704,1.77155676191054,7.59839932932396,"2"
0.819779831493311,6.8134445995109,3.21647294025189,7.59890045687141,"2"
0.815364813284195,8.28778002708843,1.65057985576528,7.60290046220476,"2"
0.78845736036427,8.61268517287546,2.61958321977988,7.60339933974067,"2"
